,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,room
5453,Comfortable private room in Harlem,Harlem,40.82446,-73.94711,Private room,84,30,4,0,1
5454,Brooklyn Brownstone with Backyard,Bushwick,40.68972,-73.91748,Entire home/apt,89,30,0,0,0
5455,Luxury Doorman Apt in Midtown East!,Murray Hill,40.74801,-73.97391,Private room,130,30,2,0,1
5456,Bedroom in 4bed/1bath in Brooklyn!,Bedford-Stuyvesant,40.68725,-73.95472,Private room,50,30,0,0,1
5457,Ditmas Park Spacious Studio Apt,Flatbush,40.64871,-73.95981,Entire home/apt,100,30,2,0,0
5458,"PRIVATE BEDROOM TIMES SQ, CLOSE to Everything!",Hell's Kitchen,40.76585,-73.98726,Private room,150,30,51,364,1
5459,Beautiful Private Area in Flatbush,East Flatbush,40.64939,-73.94791,Private room,50,30,0,0,1
5460,"Sunny, big room available in 3 BDRM",East Harlem,40.80023,-73.93822,Private room,35,30,1,0,1
5461,Welcome to our Luxury home,Financial District,40.70644,-74.00774,Entire home/apt,150,30,6,0,0
5462,Sunny Room Overlooking Harlem,Harlem,40.82673,-73.94078,Private room,35,30,2,0,1
5463,Huge private room with bathroom,Washington Heights,40.83218,-73.94434,Private room,61,30,1,0,1
5464,Lovely Brooklyn Brownstone,Park Slope,40.67428,-73.98194,Entire home/apt,464,30,1,259,0
5465,"Bright, Airy, Quiet 1 Bd",Kips Bay,40.73943,-73.97957,Entire home/apt,139,30,24,0,0
5466,Brownstone@Central Parkâ¤ï¸Manhattan historic area,Upper West Side,40.77873,-73.97694,Private room,160,30,12,362,1
5467,Clean and Sunny Brooklyn apt!!,Bushwick,40.70179,-73.92807,Entire home/apt,98,30,1,0,0
5468,Great E.Village Apt. Best Location!,East Village,40.72609,-73.99069,Private room,119,30,3,0,1
5469,Private Room in New Bed-Stuy Lofts,Bedford-Stuyvesant,40.68948,-73.95099,Private room,1600,30,0,0,1
5470,South Slope Modern + Spacious with Outdoor Deck,Sunset Park,40.66075,-73.99191,Private room,81,2,162,15,1
5471,Authentic Brownstone New York Living,Bedford-Stuyvesant,40.68269,-73.94207,Entire home/apt,350,30,55,309,0
5472,casa gumamela - cozy + bright room,East New York,40.65965,-73.89428,Private room,50,2,13,345,1
5473,Bushwick Oasis,Bedford-Stuyvesant,40.69282,-73.93483,Private room,64,1,24,0,1
5474,Bright room in Williamsburg loft,Williamsburg,40.70707,-73.95014,Private room,70,30,0,0,1
5475,Bright double room in West Village,West Village,40.72911,-74.00338,Private room,120,30,2,0,1
5476,Large loft in Bushwick,Bushwick,40.70109,-73.93972,Private room,49,30,14,0,1
5477,1 room available for in midtown NYC,Midtown,40.75277,-73.96686,Private room,70,30,2,0,1
5478,"Huge 1 bdr, convenient location!",Ditmars Steinway,40.7792,-73.90747,Private room,85,30,3,365,1
5479,"Large, sunny, quiet, 2 bed apt",Prospect Heights,40.67883,-73.97079,Entire home/apt,75,30,4,0,0
5480,One stop from Manhattan Cozy one bedroom in LIC,Long Island City,40.74081,-73.94675,Entire home/apt,150,30,3,142,0
5481,Cozy bedroom in E. Village in July,Lower East Side,40.72309,-73.98926,Private room,150,30,0,0,1
5482,2 bed apartment 2 blocks from 42 st,Hell's Kitchen,40.75952,-73.99433,Private room,150,30,1,0,1
5483,Boutique apartment  by the Ocean,Sheepshead Bay,40.58418,-73.95929,Entire home/apt,193,3,60,365,0
5484,One bedroom available in Astoria,Long Island City,40.754,-73.91872,Private room,40,30,0,0,1
5485,Chateau Ludlow,Lower East Side,40.71574,-73.98962,Private room,120,30,18,0,1
5486,~Sunny quiet apartment in Brooklyn~,Bedford-Stuyvesant,40.68811,-73.94301,Entire home/apt,100,30,2,0,0
5487,"Astoria 1 Bed, 2 Blocks to Train",Astoria,40.76297,-73.92696,Entire home/apt,132,30,0,0,0
5488,Room in the heart of Williamsburg!,Williamsburg,40.7122,-73.9511,Private room,35,30,3,0,1
5489,2 Bedroom in Heart of Williamsburg,Williamsburg,40.71613,-73.95643,Entire home/apt,278,30,1,0,0
5490,Furnished BR in a 2BR apt Gramercy,Stuyvesant Town,40.73379,-73.98031,Private room,45,30,2,0,1
5491,Chic apartment on Central Park West,Upper West Side,40.8001,-73.96082,Entire home/apt,185,30,1,0,0
5492,Amazing apartment available for a year to rent!,Upper West Side,40.78098,-73.97888,Entire home/apt,80,30,3,305,0
5493,Spacious 1BR,Carroll Gardens,40.68299,-73.99841,Entire home/apt,150,30,6,0,0
5494,Big Cozy Room 2 Blocks From Trains,Sunset Park,40.64608,-74.00999,Private room,47,30,2,0,1
5495,Artists' Sunny 1-BR Apt in Astoria,Astoria,40.76764,-73.92034,Entire home/apt,120,30,3,0,0
5496,Beautiful Bedroom Manhattan (LES),Lower East Side,40.71406,-73.98261,Private room,59,2,17,0,1
5497,Charming Williamsburg 1 Bedroom,Williamsburg,40.70765,-73.94539,Entire home/apt,104,30,11,0,0
5498,Spacious NOMAD 1 BR for 4,Midtown,40.74603,-73.98364,Entire home/apt,150,30,1,0,0
5499,"French charm at ChÃ¢teau Village, Greenwich Village",West Village,40.72893,-74.00285,Private room,145,30,62,0,1
5500,Master Bedroom in Luxury Apartment,Williamsburg,40.71206,-73.95361,Private room,80,30,2,0,1
5501,Cozy room in 1bedroom apt,Astoria,40.77203,-73.93145,Private room,37,30,0,0,1
5502,Luxury Modern Brownstone Full Apt,Bedford-Stuyvesant,40.68403,-73.94608,Entire home/apt,117,3,158,8,0
5503,Studio in Lincoln Sq - Columbus Cir,Upper West Side,40.77083,-73.98029,Entire home/apt,140,30,2,0,0
5504,East Village Two Bedroom,East Village,40.72228,-73.9838,Entire home/apt,250,30,21,0,0
5505,East Village Penthouse With Rooftop,East Village,40.72189,-73.98022,Private room,100,30,0,0,1
5506,Bright and beautiful 1 bedroom Apt.,Upper West Side,40.77918,-73.98738,Entire home/apt,150,30,1,0,0
5507,Comfy room in Gramercy Park,Gramercy,40.73579,-73.98175,Private room,200,30,0,0,1
5508,Long Island City- Furnished Studio,Long Island City,40.75228,-73.93876,Entire home/apt,110,30,9,0,0
5509,Sunny family-friendly Brooklyn 2-br with parking,Gowanus,40.67077,-73.98919,Entire home/apt,182,30,219,317,0
5510,Large private room in W. Heights,Washington Heights,40.83551,-73.93923,Private room,40,30,2,0,1
5511,2 twins bed Private room  in Brooklyn,Flatbush,40.64315,-73.95459,Private room,45,30,4,0,1
5512,Apt.-private entrance -Townhouse- 10mins. to JFK,Laurelton,40.67261,-73.75254,Private room,115,30,1,365,1
5513,Room Epic View Near Freedom Tower,Tribeca,40.71955,-74.00974,Private room,104,30,15,0,1
5514,Parkside Brooklyn Artist Apartment!,Prospect-Lefferts Gardens,40.6547,-73.9613,Private room,80,30,3,0,1
5515,Refreshing Bushwick Enclave,Bushwick,40.69359,-73.92872,Private room,50,30,4,0,1
5516,Comfy Modern Bklyn 1BR + Guest BR,Bedford-Stuyvesant,40.67969,-73.92891,Entire home/apt,135,30,6,0,0
5517,Bushwick Room,Bushwick,40.70647,-73.92093,Private room,35,30,0,0,1
5518,Beautiful bedroom in Ditmas Park!!!,Flatbush,40.63366,-73.95973,Private room,108,30,70,364,1
5519,2BR + Roof Top-20min from Manhattan,Park Slope,40.66847,-73.98064,Entire home/apt,200,30,2,0,0
5520,Beautiful Brooklyn Duplex with Private Terrace,Civic Center,40.71198,-74.00656,Entire home/apt,120,30,0,0,0
5521,stylish apartment w/ backyard,Greenpoint,40.73203,-73.95726,Entire home/apt,130,30,3,0,0
5522,Calm & Quiet in Clinton Hill,Prospect Heights,40.68079,-73.96439,Entire home/apt,145,30,5,0,0
5523,RARE! Vintage 2 Bed Artist's Flat,Bedford-Stuyvesant,40.68765,-73.95145,Entire home/apt,130,30,1,0,0
5524,Beautiful Home for seasonal rental,East Flatbush,40.6458,-73.94183,Entire home/apt,150,2,45,307,0
5525,Big 1 Bdrm; Roberta's / Morgan L with roofdeck,Bushwick,40.70208,-73.9328,Entire home/apt,124,30,137,121,0
5526,LARGE PENTHOUSE IN NEW YORK,SoHo,40.72546,-73.99863,Entire home/apt,450,30,0,351,0
5527,NEW Modern Brooklyn 1BR Apt!,Bedford-Stuyvesant,40.68698,-73.95012,Entire home/apt,85,30,6,0,0
5528,One bedroom apartment,Bay Ridge,40.63014,-74.027,Entire home/apt,55,30,10,0,0
5529,Cozy Sublet in Brooklyn,Bedford-Stuyvesant,40.68632,-73.93067,Private room,60,30,7,0,1
5530,Large private bed/bath by Times Sq,Hell's Kitchen,40.75705,-73.99559,Private room,90,30,0,0,1
5531,Extraordinary One Bedroom Apartment,Crown Heights,40.66493,-73.95543,Entire home/apt,144,5,77,340,0
5532,Townhouse Bonus Room w/Private Bath,Prospect Heights,40.67919,-73.9685,Private room,80,1,338,90,1
5533,LAKOU LAKAY- A HOME AWAY FROM HOME,Flatbush,40.64052,-73.95351,Entire home/apt,180,30,129,336,0
5534,Entire apartment in Williamsburg,Williamsburg,40.70643,-73.95267,Entire home/apt,199,30,4,0,0
5535,Room in Nolita with great Rooftop,Lower East Side,40.72208,-73.99327,Private room,79,30,0,0,1
5536,Williamsburg Walk Up,Williamsburg,40.7128,-73.94175,Entire home/apt,125,30,0,0,0
5537,Light-filled urban cabin,Bedford-Stuyvesant,40.68171,-73.95705,Entire home/apt,400,30,9,0,0
5538,Beautiful Room in Central Brooklyn House,Park Slope,40.67881,-73.9785,Private room,60,30,7,0,1
5539,2 Bedroom+ Office/Baby Room in Gramercy Park,Gramercy,40.73784,-73.98325,Entire home/apt,200,30,0,0,0
5540,"130/night, big and cozy, Brooklyn",Park Slope,40.68123,-73.98034,Entire home/apt,130,1,4,0,0
5541,Renovated & Spacious Chelsea Studio,Chelsea,40.74062,-74.00009,Entire home/apt,170,30,98,0,0
5542,1 bedroom in The East Village,East Village,40.72175,-73.98361,Private room,100,30,6,0,1
5543,Apartment share - Private Bedroom,Carroll Gardens,40.67541,-73.99812,Private room,75,30,0,0,1
5544,Spacious Chelsea Private Bedroom,Chelsea,40.74381,-73.99465,Private room,195,30,0,0,1
5545,"Spacious, private UES room",Upper East Side,40.78249,-73.94845,Private room,57,30,4,0,1
5546,Peaceful Cosy Harlem Space,Harlem,40.82246,-73.9378,Private room,50,30,22,90,1
5547,urban cottage,Astoria,40.7573,-73.92773,Private room,75,30,0,0,1
5548,Park Slope Loft,South Slope,40.66563,-73.9886,Entire home/apt,145,30,4,0,0
5549,Lower Manhattan Studio Alcove Apt,Financial District,40.70541,-74.01466,Entire home/apt,450,30,0,0,0
5550,Massive Bedroom by Prospect Park,Flatbush,40.65071,-73.96138,Private room,70,30,0,0,1
5551,Modern & Renovated | Great Location,Upper East Side,40.77107,-73.95742,Entire home/apt,109,30,6,359,0
5552,"3Bdr Artist Apt. (L,M,J,Z trains)",Bushwick,40.69454,-73.92191,Entire home/apt,172,4,181,194,0
5553,Two bedroom with two fold out bed,East Village,40.72682,-73.97845,Entire home/apt,250,30,0,0,0
5554,"Charming cozy bedroom, Downtown",Battery Park City,40.71004,-74.01534,Private room,99,30,31,0,1
5555,Peaceful and Spacious Brooklyn Gem,Midwood,40.62513,-73.96358,Entire home/apt,81,30,13,0,0
5556,Modern Apartment in NOHO / SOHO,Nolita,40.724,-73.99485,Private room,125,30,3,0,1
5557,Gorgeous 1 Bedroom in Bed-Stuy,Bedford-Stuyvesant,40.68409,-73.94033,Entire home/apt,95,3,79,279,0
5558,"Great Room in Bushwick, Brooklyn!",Bushwick,40.70671,-73.92187,Private room,65,30,3,0,1
5559,Prolonged Traveler's Dream( a month first & more),Hunts Point,40.81245,-73.88756,Private room,60,30,20,338,1
5560,Nice & Sweat Apartment in Manhhatan,Harlem,40.80309,-73.9509,Entire home/apt,109,30,1,0,0
5561,Prolonged Traveler's Dream (a month first & more),Hunts Point,40.81465,-73.88872,Private room,50,30,28,363,1
5562,Cozy house in Sunnyside gardens,Sunnyside,40.7472,-73.9154,Entire home/apt,100,30,0,0,0
5563,Beautiful and Convenient,East Harlem,40.81404,-73.93642,Private room,85,3,150,0,1
5564,Wild Flower Nice quiet space Queen size bed.,Flatbush,40.64916,-73.96485,Private room,126,2,33,0,1
5565,Great BIG Upper West Side Apartment,Upper West Side,40.80246,-73.96401,Private room,89,30,9,0,1
5566,Historic WoHo Townhouse,SoHo,40.72648,-74.00831,Private room,300,7,51,145,1
5567,A True Brooklyn experience,Williamsburg,40.70925,-73.95965,Private room,80,30,3,0,1
5568,Master Bedroom w/ private bathroom,Williamsburg,40.71713,-73.94362,Private room,60,30,0,0,1
5569,"Clean private room, 20min from City",Crown Heights,40.67158,-73.93481,Private room,40,30,1,0,1
5570,A charming Parisian style apartment,Chelsea,40.73897,-73.9971,Entire home/apt,210,30,11,0,0
5571,Modern 1 Bedroom in Dumbo / Vinegar Hill,Vinegar Hill,40.70305,-73.98368,Entire home/apt,158,30,36,209,0
5572,Bedroom in Midtown Apartment,Midtown,40.75737,-73.96916,Private room,70,30,1,0,1
5573,"Cute, Eclectic, & Family Friendly",Harlem,40.83161,-73.94498,Entire home/apt,120,30,3,0,0
5574,"13 Essex St, 202",Chinatown,40.71629,-73.99087,Entire home/apt,150,30,0,0,0
5575,Large light-filled master bedroom.,Harlem,40.8038,-73.95681,Private room,60,30,1,0,1
5576,Spacious Bedroom in Central Harlem,Harlem,40.81,-73.94152,Private room,64,30,20,0,1
5577,Garden apt with private entrance,Park Slope,40.66663,-73.97528,Entire home/apt,105,30,68,0,0
5578,Upper East Side private bedroom near Central Park,East Harlem,40.79103,-73.94832,Private room,75,30,37,0,1
5579,"Big, bright loft in Williamsburg",Williamsburg,40.71146,-73.95765,Entire home/apt,180,30,2,0,0
5580,"Private room, shared bathroom.",Harlem,40.82034,-73.94345,Private room,200,30,0,0,1
5581,Room in Upper West Side Manhattan,Upper West Side,40.79294,-73.97151,Private room,75,30,12,0,1
5582,Triplex with private garden,Harlem,40.80902,-73.95156,Entire home/apt,400,30,1,0,0
5583,Charming 1 Bedroom Apt - Midtown East,Upper East Side,40.76157,-73.96248,Entire home/apt,151,30,18,0,0
5584,Light Filled Studio Apartment,Inwood,40.86318,-73.92765,Entire home/apt,40,30,7,0,0
5585,Edgecombe Ave Room,Harlem,40.82471,-73.94233,Private room,100,30,0,0,1
5586,Charming West Village Studio,West Village,40.73827,-73.99956,Entire home/apt,185,30,4,0,0
5587,"Quaint, Quiet East Village 1 BR share",East Village,40.72976,-73.98906,Private room,78,31,9,0,1
5588,Adorable Brooklyn Apartment,Prospect-Lefferts Gardens,40.65874,-73.95929,Private room,45,1,163,0,1
5589,Lovely 2 Bedroom in Upper West Side,Upper West Side,40.78885,-73.97352,Entire home/apt,200,31,12,0,0
5590,Fort Greene Sanctuary,Fort Greene,40.68929,-73.97759,Entire home/apt,153,30,23,328,0
5591,Sunny Room in Harlem,Harlem,40.82992,-73.94033,Private room,28,30,1,0,1
5592,Garden Facing Quiet Retreat,Boerum Hill,40.68826,-73.98558,Entire home/apt,157,30,11,355,0
5593,Top Floor Brownstone - Park Slope,Park Slope,40.66714,-73.98179,Private room,85,30,5,0,1
5594,Bright & Charming 2bdrm Minutes to Manhattan,Ditmars Steinway,40.77833,-73.91861,Entire home/apt,152,3,152,319,0
5595,Perfect Brooklyn Loft Studio,Williamsburg,40.70781,-73.96916,Entire home/apt,185,30,0,0,0
5596,"Williamsburg Studio, oudoor patio",Williamsburg,40.71272,-73.96632,Entire home/apt,120,30,0,0,0
5597,Private room in modern Bushwick Apt,Bushwick,40.6913,-73.92303,Private room,47,30,8,0,1
5598,CHARMING ROOM W/ ROOF DECK ACCESS 2 :),Bedford-Stuyvesant,40.69281,-73.95983,Private room,100,30,26,339,1
5599,SUNNY COZY ROOM FOR 1 :),Bedford-Stuyvesant,40.6949,-73.96025,Private room,90,30,38,265,1
5600,Cozy Large Studio - Yankee Stadium,Concourse,40.82381,-73.92725,Entire home/apt,110,30,1,0,0
5601,Sunny 1b in Harlem! Available for longterm,Harlem,40.82044,-73.95082,Entire home/apt,150,30,8,9,0
5602,Renovated 2 Rooms with balcony and ensuite bath,Windsor Terrace,40.64782,-73.97305,Private room,42,1,144,239,1
5603,Great private room open for Aug!!,Williamsburg,40.70939,-73.94218,Private room,75,30,1,0,1
5604,Parking! Beautiful Studio by Garden & Kissena Park,Flushing,40.74791,-73.80966,Entire home/apt,76,30,184,307,0
5605,Apartment in Chelsea btwn 6th-7th Aves,Chelsea,40.74477,-73.99561,Entire home/apt,193,30,4,0,0
5606,Spacious Studio in Midtown East,Midtown,40.75176,-73.96921,Entire home/apt,140,30,1,0,0
5607,Cosy Master bedroom in Midtown West,Hell's Kitchen,40.76409,-73.99091,Private room,90,30,0,0,1
5608,Comfortable cool -  Manhattan - up to 2 guests,Hell's Kitchen,40.75713,-73.99363,Private room,90,30,171,180,1
5609,Large 2.5 BR Apt In Park Slope,South Slope,40.6628,-73.98393,Entire home/apt,135,30,3,0,0
5610,"Cozy, clean in Greenpoint Brooklyn!",Greenpoint,40.72961,-73.95656,Entire home/apt,120,30,0,0,0
5611,Great NYC Apartment,Upper West Side,40.79397,-73.97376,Entire home/apt,175,30,1,0,0
5612,"Private, renovated & furnished room",Prospect-Lefferts Gardens,40.656,-73.95886,Private room,40,30,2,0,1
5613,Charming West Village Full Bed Apt,Greenwich Village,40.73049,-74.00111,Private room,119,30,0,0,1
5614,Hip NYC Loft Ceiling in the Heart of Downtown FiDi,Financial District,40.7096529596451,-74.0127340349367,Entire home/apt,110,30,0,46,0
5615,"Private Modern room, stained glass view",Harlem,40.80323,-73.94595,Private room,45,30,27,0,1
5616,1 Large Bedroom plus 2nd bed,Gowanus,40.68215,-73.98095,Private room,100,30,0,0,1
5617,Sunny NYC studio in prime location,Upper West Side,40.78305,-73.97687,Entire home/apt,155,30,1,0,0
5618,Room in Spacious Williamsburg Loft,Williamsburg,40.70616,-73.93846,Private room,56,30,16,0,1
5619,Spacious 2 Bedroom Apt,Harlem,40.81006,-73.95128,Entire home/apt,95,30,1,0,0
5620,SOHO LUXURIOUS LOFTED STUDIO,Greenwich Village,40.72657,-73.99743,Entire home/apt,350,30,0,0,0
5621,1000 square feet of Luxury!,Financial District,40.70582,-74.01087,Entire home/apt,350,30,0,0,0
5622,Private bedroom in East Village,East Village,40.72768,-73.99071,Private room,100,30,0,0,1
5623,Lovely Clinton Hill Bedroom,Bedford-Stuyvesant,40.68891,-73.95931,Private room,65,30,2,0,1
5624,Charming large room ...,Upper West Side,40.80089,-73.96752,Shared room,85,30,0,0,2
5625,Cute & Cozy Short or Long Term Stay!,Jamaica,40.68877,-73.77862,Private room,31,1,73,248,1
5626,UES - Private Studio with Kitchen,Upper East Side,40.77463,-73.94948,Private room,115,30,18,0,1
5627,"Charming, large and peaceful",South Slope,40.66419,-73.98738,Entire home/apt,171,60,2,280,0
5628,"Funky, Quiet, Safe EV Walk-Up",East Village,40.7243,-73.98028,Entire home/apt,140,30,0,0,0
5629,Midtown Manhattan best Location,Midtown,40.7601,-73.96746,Private room,125,30,0,0,1
5630,Quiet room in Bushwick! Looking for 1 month sublet,Bedford-Stuyvesant,40.69367,-73.9307,Private room,28,30,10,0,1
5631,GREAT APARTMENT IN BED STUY,Bedford-Stuyvesant,40.68609,-73.9525,Entire home/apt,184,5,7,8,0
5632,Spacious 1BR in Williamsburg,Williamsburg,40.71009,-73.95398,Entire home/apt,140,30,0,0,0
5633,Chelsea Chic,Chelsea,40.75089,-74.00141,Entire home/apt,225,1,78,0,0
5634,Stylish 1 BR in the heart of SoHo,SoHo,40.72797,-74.00247,Entire home/apt,180,30,6,0,0
5635,Charming Classic UWS 2BR & Balcony,Upper West Side,40.80269,-73.97075,Entire home/apt,250,30,18,0,0
5636,Chelsea Apt Great Location,Flatiron District,40.74297,-73.99195,Entire home/apt,400,30,0,0,0
5637,Adorable room in heart of Brooklyn,Flatbush,40.65353,-73.95611,Private room,65,30,0,0,1
5638,Zen Private Bedroom in Brooklyn Gem,Fort Hamilton,40.61911,-74.03144,Private room,88,2,41,65,1
5639,Spacious bedroom with large closet & quiet balcony,East Village,40.73059,-73.98827,Private room,95,30,3,0,1
5640,Private Bedroom in Renovated Apt,Washington Heights,40.83455,-73.9387,Private room,70,30,2,0,1
5641,Sunny Spotless Manhattan apartment,Upper West Side,40.80384,-73.9676,Private room,176,30,44,339,1
5642,"Private Bathroom, Room and Entrance on the UWS!",Upper West Side,40.79146,-73.97233,Private room,110,5,48,41,1
5643,AMAZING 1 BR APT LES/Chinatown NYC,Chinatown,40.71717,-73.99158,Entire home/apt,145,6,13,0,0
5644,88 By The Park w/Parking Space,Canarsie,40.63141,-73.89629,Entire home/apt,92,2,274,308,0
5645,Amazing 4 Bdrm Brownstone Apt,Fort Greene,40.68676,-73.97521,Entire home/apt,275,6,9,0,0
5646,Cute room in large apartment.,Williamsburg,40.71405,-73.94129,Private room,60,30,1,0,1
5647,Cute room in Williamburg,Williamsburg,40.70803,-73.95238,Private room,70,30,4,0,1
5648,"Relaxing, cozy corner of Harlem",Harlem,40.81793,-73.94303,Private room,50,30,2,0,1
5649,Sunny large room in Bushwick,Bushwick,40.70159,-73.92692,Private room,68,30,1,0,1
5650,Lovely Bsmt Apt. Nr trn  to NYC - No Cleaning Fee,Sheepshead Bay,40.60797,-73.95699,Private room,88,3,113,328,1
5651,Your cozy spot in Upper West Manhat,Upper West Side,40.80299,-73.96465,Private room,40,30,0,0,1
5652,A cozy place in Astoria,Astoria,40.77152,-73.92198,Entire home/apt,100,30,7,0,0
5653,Bright and Clean Room for You!,Bedford-Stuyvesant,40.68316,-73.92761,Private room,45,30,2,0,1
5654,"1br w/full ba,spacious and private",Carroll Gardens,40.6835,-74.00168,Private room,70,14,4,0,1
5655,Upper West Side Perfection,Upper West Side,40.78775,-73.97538,Entire home/apt,220,30,210,361,0
5656,Room at astoria,Ditmars Steinway,40.78247,-73.91595,Private room,49,30,0,0,1
5657,Spacious Well Kept Apartment 5 min to Midtown,Long Island City,40.74985,-73.936,Private room,310,2,8,121,1
5658,Huge BR in Hell's Kitchen,Hell's Kitchen,40.75553,-73.99624,Private room,105,1,0,0,1
5659,1 private bedroom in cozy Apartment in Brooklyn,Bushwick,40.68535,-73.91299,Private room,40,30,3,0,1
5660,Murray Hill Luxury ApT w/ BALCONY,Kips Bay,40.74546,-73.97934,Private room,90,30,19,0,1
5661,"3 Bdr Upper West Side Elegance, 2500sq ft",Upper West Side,40.78625,-73.97374,Entire home/apt,600,14,2,71,0
5662,Private room in shared apt.,Crown Heights,40.67211,-73.94293,Private room,50,30,2,0,1
5663,3 bedrms; ideal for 4-5 persons,South Slope,40.6619,-73.9841,Entire home/apt,195,30,92,0,0
5664,Spacious West Village Apartment,West Village,40.73633,-74.00468,Entire home/apt,200,30,0,0,0
5665,Calm and Cute Entire Studio,Upper East Side,40.77865,-73.94858,Entire home/apt,175,30,4,0,0
5666,Beautiful Studio on Park Avenue,Midtown,40.74468,-73.98199,Entire home/apt,175,30,1,0,0
5667,Spacious 1 bedroom,Morningside Heights,40.81033,-73.95897,Private room,150,30,0,0,1
5668,Wyndham Vacation Resorts Condos,Midtown,40.75189,-73.9716,Entire home/apt,400,30,0,0,0
5669,Private Bedroom on Queens Blvd,Rego Park,40.73005,-73.85858,Private room,48,30,32,0,1
5670,APARTMENT WITH PARKING BY HOSPITAL,East Flatbush,40.65515,-73.94259,Entire home/apt,189,30,6,279,0
5671,casa gumamela - charming + relaxing room,East New York,40.66043,-73.89203,Private room,50,1,10,338,1
5672,Great Location For New Year's Weekend,Upper West Side,40.79322,-73.96761,Private room,90,30,6,0,1
5673,Spacious private apt in pre-war building,Crown Heights,40.67586,-73.94865,Entire home/apt,130,30,3,0,0
5674,Contemporary Brooklyn Town House,South Slope,40.66294,-73.98722,Entire home/apt,300,30,0,0,0
5675,Spacious room in Williamsburg,Williamsburg,40.71821,-73.94919,Private room,48,30,3,0,1
5676,Great Room in Williamsburg Brooklyn,Williamsburg,40.72006,-73.95892,Entire home/apt,160,30,104,149,0
5677,Historic Clinton Hill Townhouse,Clinton Hill,40.68538,-73.96356,Entire home/apt,349,30,5,0,0
5678,NiceRoomNiceNeighborhoodCloseMaimonidesHospitaNYUH,Borough Park,40.63737,-74.00303,Private room,37,30,68,339,1
5679,"Beautiful, large and sunny bedroom",Bedford-Stuyvesant,40.68643,-73.95559,Private room,32,30,0,0,1
5680,Cute 1 Bed Apt in Lower East Side,Lower East Side,40.71755,-73.99097,Entire home/apt,150,5,14,0,0
5681,Trendy TriBeCa SoHo Suite,SoHo,40.7206,-74.00216,Private room,107,30,2,0,1
5682,Bright Brownstone 2BR BedStuy Apt,Bedford-Stuyvesant,40.68414,-73.92791,Entire home/apt,193,2,257,141,0
5683,New York 3 Bedroom 3 Bath & Backyard City College,Harlem,40.82306,-73.95035,Entire home/apt,277,31,29,32,0
5684,Studio Apartment on Upper West Side,Upper West Side,40.78523,-73.96995,Private room,150,30,2,0,1
5685,"Sunny Studio, Contact Me for Longer Stays",Carroll Gardens,40.6778,-73.99972,Entire home/apt,103,90,20,0,0
5686,Private Moonlight Room in Brownstone Near Subway,Bedford-Stuyvesant,40.69035,-73.92879,Private room,62,1,333,7,1
5687,Large Private Bedroom in Williamsburg Apartment,Williamsburg,40.71434,-73.95738,Private room,50,30,23,0,1
5688,Beautiful GRDN Apt Chelsea Meatpacking,Chelsea,40.74189,-74.00258,Entire home/apt,479,3,250,184,0
5689,Cozy Room 25 Minutes from Manhattan,Bushwick,40.70036,-73.91723,Private room,80,30,0,0,1
5690,Lefferts Garden 1 bedroom,East Flatbush,40.65429,-73.94917,Private room,40,30,1,0,1
5691,Marvelous Manhattan Apartment! DEAL,Washington Heights,40.834,-73.94616,Entire home/apt,99,30,5,34,0
5692,Large Studio - Meatpacking District,West Village,40.74036,-74.00416,Entire home/apt,190,30,0,0,0
5693,Sunny Private Room in Crown Heights,Crown Heights,40.6716,-73.93969,Private room,36,30,7,0,1
5694,"4 trvâ€™g Drâ€™s,Nurses,College Students, remote Wrkâ€™r",Bedford-Stuyvesant,40.68899,-73.92287,Private room,61,28,47,15,1
5695,Spacious Fabulous Harlem 1 bedroom,Harlem,40.8165,-73.94005,Entire home/apt,130,30,12,0,0
5696,SemiPrivateLivingRoomTwinBed/MaimonidesNYUBrooklyn,Borough Park,40.63574,-74.00386,Shared room,30,30,91,169,2
5697,A Cozy Room In A Brooklyn House,Prospect-Lefferts Gardens,40.65796,-73.95901,Private room,65,30,35,0,1
5698,Nice and cozy room!,Sheepshead Bay,40.60068,-73.95894,Private room,80,30,0,180,1
5699,Sunny Master Bedroom in Sunset Park,Sunset Park,40.64182,-74.01584,Private room,50,30,2,0,1
5700,US Open? Perfect Lg 1 BR apartment,Sunnyside,40.73959,-73.91912,Entire home/apt,150,30,2,0,0
5701,Bright 1 br apt in Greenpoint Brooklyn,Greenpoint,40.73784,-73.9549,Entire home/apt,150,4,16,189,0
5702,Private Room With Queen Bed in NYC,East Village,40.72338,-73.98239,Private room,80,30,1,0,1
5703,"Bright, one-bedroom in Brooklyn",Prospect Heights,40.67439,-73.96319,Entire home/apt,95,30,4,0,0
5704,Stylish Modern Comfort in Bed-Stuy,Bedford-Stuyvesant,40.68719,-73.94906,Entire home/apt,110,30,3,0,0
5705,Bright and Airy Astoria Loft,Ditmars Steinway,40.77772,-73.92252,Entire home/apt,175,2,9,0,0
5706,Nice bedroom - Lower East Side,Lower East Side,40.72014,-73.98498,Private room,80,30,2,0,1
5707,Midtown West Modern Charming 1BD Apt near Times Sq,Hell's Kitchen,40.76543,-73.98766,Entire home/apt,300,30,71,358,0
5708,Colorful 2 bedroom in great Brooklyn neighborhood,Windsor Terrace,40.65722,-73.97855,Entire home/apt,160,3,13,0,0
