,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,room
17687,Private modern studio suite with private bathroom,Bensonhurst,40.60504,-73.99187,Entire home/apt,159,30,57,274,0
17688,Bronx ROOM #2 NYC-BEST DEAL,Morris Park,40.85322,-73.85232,Private room,50,14,15,43,1
17689,Bronx Brand New Room #3,Morris Park,40.8519,-73.85068,Private room,120,14,6,0,1
17690,"Studio Apt, one block from Central Park, W 69th St",Upper West Side,40.77675,-73.98136,Entire home/apt,135,30,6,65,0
17691,Luxury apt in the heart of Times Square!LOCATION !,Hell's Kitchen,40.76002,-73.99708,Entire home/apt,250,30,0,0,0
17692,Toyota,East Flatbush,40.66256,-73.93451,Private room,99,1,6,365,1
17693,Convenient Apartment in Brooklyn Townhouse,Bedford-Stuyvesant,40.68915,-73.95301,Entire home/apt,146,4,109,133,0
17694,New Charming 1 Bedroom Oasis Apartment,Prospect-Lefferts Gardens,40.6613,-73.95365,Entire home/apt,77,7,7,249,0
17695,Demmy's space,Crown Heights,40.66946,-73.92865,Private room,68,2,54,217,1
17696,Private Bedroom in Super Comfortable NYC Apt.,Upper West Side,40.7972,-73.97016,Private room,99,30,11,0,1
17697,Private 1 BR/1 Bath apt with full kitchen,Upper West Side,40.77001,-73.98355,Entire home/apt,179,30,0,0,0
17698,"APARTAMENTO PRIVADO NUEVO,COMODO,ZONA EXCELENTE.",Middle Village,40.706420491488,-73.8814140630116,Entire home/apt,275,1,0,170,0
17699,Heights Finest!!  Stunning Sunny 2 bedroom,Washington Heights,40.83969,-73.93861,Entire home/apt,164,30,8,179,0
17700,come and expireance the best of bklyn,East Flatbush,40.65544,-73.91656,Private room,60,30,6,365,1
17701,Private room w/ fire escape in beautiful Soho,Greenwich Village,40.7279,-74.00154,Private room,69,7,12,0,1
17702,Perfect Bedroom  W/En Suite Bath & Terrace Access,SoHo,40.72325,-74.0068,Private room,149,30,25,0,1
17703,Williamsburg escape in a perfect location!,Williamsburg,40.71501,-73.94381,Private room,94,30,2,87,1
17704,"Bright, cozy room in Prospect Heights/Park Slope",Prospect Heights,40.67859,-73.97183,Private room,55,30,17,0,1
17705,"Great energy, XL,clean, plants, comfortable bed,",Harlem,40.81954,-73.9392,Private room,86,30,8,89,1
17706,"Astoria, NY 1-bedroom apartment",Astoria,40.76617,-73.91496,Entire home/apt,105,30,8,0,0
17707,Downtown BK luxury apartment,Boerum Hill,40.68854,-73.98623,Private room,80,21,0,0,1
17708,Cute Room in Bushwick!,Bushwick,40.6967,-73.92815,Private room,50,30,5,0,1
17709,Studio 7 min walk to UBS Stadium,Bellerose,40.7220401524391,-73.7227723295648,Entire home/apt,125,1,0,364,0
17710,"Charming, bright and brand new Bed-Stuy home",Bedford-Stuyvesant,40.69563,-73.94927,Entire home/apt,130,30,14,31,0
17711,Private 2 room apartment in the East village,East Village,40.72442,-73.97692,Private room,171,3,62,0,1
17712,Beautiful Williambsurg apartment above the L,Williamsburg,40.71679,-73.95839,Private room,39,30,1,0,1
17713,Tiffany Private Room in Luxurious  Brooklyn Condo,Canarsie,40.64045,-73.88231,Private room,95,30,2,177,1
17714,A Comfortable private room+Near # E & F trains,Flushing,40.76768,-73.82448,Private room,45,30,47,327,1
17715,"Clean, cozy and private room in midtown Manhattan",Murray Hill,40.74869,-73.9753,Private room,105,30,51,0,1
17716,Elegant 4 Bedroom 2.5 Bath with Contemporary Charm,Crown Heights,40.67227,-73.93549,Entire home/apt,275,4,27,127,0
17717,Spanish Harlem urban hang Suite,East Harlem,40.79965,-73.93905,Entire home/apt,125,30,5,0,0
17718,New York City Finest,Bedford-Stuyvesant,40.68896,-73.92585,Entire home/apt,143,2,101,335,0
17719,Massive Artist's Duplex,Bedford-Stuyvesant,40.68723,-73.94388,Private room,100,30,6,88,1
17720,Manhattan Private X-Small Bedroom- Good Location,Midtown,40.7662,-73.98279,Private room,85,4,31,0,1
17721,"Entire apt, UWS near Central Park and subway!",Upper West Side,40.78886,-73.96855,Entire home/apt,199,30,6,0,0
17722,Hunters Point 2500sf 3-story Garden Home,Long Island City,40.74523,-73.95324,Entire home/apt,600,30,5,125,0
17723,Entire fully furnished 1 Bed/1 Bath w/French Doors,Harlem,40.80637,-73.94267,Entire home/apt,119,5,17,0,0
17724,Grande chambre lumineuse Ã  bushwick,Bushwick,40.69596,-73.90791,Private room,75,30,10,0,1
17725,"Live, Work, Play In Williamsburg!",Williamsburg,40.70761,-73.95133,Private room,214,30,5,90,1
17726,Nice room near Manhattan in a safe neighborhood,Jackson Heights,40.75156,-73.88298,Private room,55,2,89,145,1
17727,Private En-suite in an Beautiful Brownstone.  770.,Crown Heights,40.66743,-73.94282,Entire home/apt,125,1,66,68,0
17728,Hello Brooklyn! Stylish home in the heart of BK,East Flatbush,40.63462,-73.94276,Entire home/apt,98,2,8,0,0
17729,Private Room in Williamsburg Apartment,Williamsburg,40.70991,-73.94359,Private room,44,30,1,0,1
17730,"Cozy room near subway , LGA airport n manhattan",Jackson Heights,40.75179,-73.88517,Private room,55,2,78,43,1
17731,Queens Finest Luxury Place,Jamaica,40.69934,-73.78676,Private room,60,2,71,362,1
17732,Williamsburg Cozy Room 10 minutes from Manhattan.,Williamsburg,40.70822,-73.95101,Private room,49,30,33,0,1
17733,"Private, sun-filled, plant-filled bedroom",Crown Heights,40.67744,-73.94846,Private room,100,30,4,0,1
17734,Boerum Hill Queen BR in a Classic NYC Brownstone,Boerum Hill,40.68624,-73.98586,Private room,95,2,114,46,1
17735,Chic Studio in a Great Neighborhood,Chelsea,40.73737,-73.99504,Entire home/apt,185,30,7,0,0
17736,Look down on Bedford Ave! Private room.,Williamsburg,40.71703,-73.95835,Private room,130,30,11,0,1
17737,"Cute, book-filled, apartment in Williamsburg",Williamsburg,40.71167,-73.959,Entire home/apt,140,30,2,0,0
17738,Queens house bedroom 2,Springfield Gardens,40.66533,-73.75701,Private room,180,30,1,179,1
17739,Queens house bedroom 3,Laurelton,40.67925,-73.74827,Private room,180,30,4,180,1
17740,Queens house bedroom 4,Springfield Gardens,40.6633,-73.75727,Private room,180,30,3,179,1
17741,Large Room with PRIVATE bathroom! Best NYC rooftop,Financial District,40.70588,-74.0078,Private room,129,30,4,0,1
17742,Sun and Serenity in SoHo with Private Bath,SoHo,40.72675,-74.00216,Private room,89,30,17,0,1
17743,"Sunny apartment in BK- Close to J,M,Z",Williamsburg,40.7063,-73.94738,Entire home/apt,150,30,1,0,0
17744,Garden Apartment on Prettiest Street in NYC,Washington Heights,40.83495,-73.94018,Entire home/apt,149,30,70,269,0
17745,Cozy accommodation in Queens for MAX 2 people,Elmhurst,40.74503,-73.87131,Private room,20,30,2,0,1
17746,LOVE MANHATTAN 3,Mott Haven,40.80964,-73.92174,Private room,60,1,92,242,1
17747,Beautiful sun-filled loft in heart of Williamsburg,Williamsburg,40.71454,-73.96169,Entire home/apt,400,3,21,0,0
17748,STUDIO WITH OUTDOOR SPACE-CHELSEA-WEST 19TH ST.,Chelsea,40.7401,-73.99756,Entire home/apt,159,30,1,339,0
17749,Comfy LGA apt in Queens,East Elmhurst,40.76017,-73.88227,Entire home/apt,150,30,141,153,0
17750,Beautiful Studio Basement-35 minutes from the city,Jamaica,40.68072,-73.77932,Entire home/apt,49,30,76,0,0
17751,Home away from home,Hell's Kitchen,40.76389,-73.98873,Entire home/apt,179,30,0,89,0
17752,baynefamilywithlove,Cypress Hills,40.68302,-73.88035,Entire home/apt,119,3,45,32,0
17753,"Close to everything jfk subway casino, on a 2nd fl",Jamaica,40.67905,-73.79119,Private room,90,1,30,179,1
17754,"Jfk10minutes, layover, queens, shared apartment",Jamaica,40.68048,-73.79305,Private room,70,1,21,180,1
17755,Peaches Cozy Corner,St. Albans,40.69742,-73.77689,Private room,52,1,210,35,1
17756,Harlem apartment,Harlem,40.82288,-73.93816,Private room,65,1,12,61,1
17757,Boerum Hill Twin BR in a Classic NYC Brownstone,Boerum Hill,40.68624,-73.98586,Private room,95,2,121,69,1
17758,Modern & Sunny Room near Museum Mile,East Harlem,40.79321,-73.94637,Private room,90,1,56,0,1
17759,Boerum Hill  2 BR Suite in Classic NYC Brownstone,Boerum Hill,40.68624,-73.98586,Private room,185,2,17,46,1
17760,New(2019) Renovated bath & 30-40 min to Manhattan,Elmhurst,40.74489,-73.87291,Private room,35,30,1,58,1
17761,Spacious 1 bedroom in Bed Stuy Brooklyn,Bedford-Stuyvesant,40.69243,-73.94843,Entire home/apt,144,2,123,32,0
17762,Sunnyside 2BR entire apt -minutes to Manhattan!,Long Island City,40.74753,-73.92138,Entire home/apt,95,30,9,174,0
17763,Private room for rent,Elmhurst,40.72841,-73.8818,Private room,50,30,4,0,1
17764,Huge bedroom in Williamsburg [Prime Location],Williamsburg,40.71314,-73.94214,Private room,100,30,9,0,1
17765,"Private Room, Private Bath, 7 mins to Manhattan",Long Island City,40.75503,-73.93505,Private room,90,4,68,335,1
17766,Private Studio in Astoria- 25 min. to Midtown,Ditmars Steinway,40.78247,-73.91362,Entire home/apt,90,1,47,0,0
17767,Beautiful bedroom off the L train Lorimer stop,Williamsburg,40.71583,-73.95042,Private room,60,30,0,0,1
17768,"Midtown 2Bed  1.5Bath Luxury Full Kitchen, Balcony",Midtown,40.7534,-73.96617,Entire home/apt,413,3,29,335,0
17769,ELEXEY'S COMFORT. Room is located on the 3rd fl.,St. Albans,40.70094,-73.75531,Private room,60,1,103,352,1
17770,Brooklyn Historical Townhouse,Bedford-Stuyvesant,40.68078,-73.93586,Entire home/apt,101,30,78,0,0
17771,Cozy apartment in trendy financial district,Financial District,40.70581,-74.00975,Entire home/apt,120,30,9,0,0
17772,Gorgeous loft  with stunning view : Williamsburg,Williamsburg,40.71749,-73.95529,Entire home/apt,195,6,7,10,0
17773,French Riviera,Upper West Side,40.80099,-73.96113,Private room,109,30,2,0,1
17774,Private room for rent!,Elmhurst,40.72841,-73.88205,Private room,50,30,3,0,1
17775,Kozy Klean Kwiet,St. Albans,40.68751,-73.76205,Private room,85,5,85,173,1
17776,Great private room in Sunnyside NYC 7 min Subway,Sunnyside,40.73695,-73.91876,Private room,60,1,26,317,1
17777,"Apartment  minutes away from JFK, LGA, CitiField",St. Albans,40.7052,-73.76556,Entire home/apt,85,1,44,243,0
17778,Luxury Loft Oasis in Soho,SoHo,40.72294,-74.00084,Entire home/apt,800,2,109,138,0
17779,New york Multi-unit building,Astoria,40.7655,-73.92776,Private room,120,30,3,362,1
17780,"Studio Rm in Bklyn,  Medical & Professionals ONLY",Kensington,40.63797,-73.97576,Private room,48,30,3,63,1
17781,Brooklyn Crown Heights Apartment,Crown Heights,40.67056,-73.93608,Private room,50,30,3,0,1
17782,Gorgeous Artists'  loft Prime location,Williamsburg,40.71653,-73.95464,Private room,102,3,40,242,1
17783,"Brand New Luxury Apartment, Tons of Outdoor Space",Lower East Side,40.71774,-73.98931,Entire home/apt,194,30,2,0,0
17784,Bright 2- Room apartment in a house next to train.,Huguenot,40.5412,-74.17442,Private room,36,30,7,0,1
17785,Cool split-level studio in downtown Manhattan!,East Village,40.73032,-73.98995,Entire home/apt,80,30,1,0,0
17786,Astoria Apt - 15 mins away from Manhattan,Ditmars Steinway,40.76984,-73.91134,Entire home/apt,80,30,7,0,0
17787,Two-Story 2BR/2BA East Village Apartment!,East Village,40.72602,-73.98801,Entire home/apt,285,30,6,0,0
17788,Large Harlem 3 bed 2 bath,Harlem,40.81318,-73.95119,Entire home/apt,332,2,2,0,0
17789,3L Â· 3L Â· 3L Â· 2BED Close UN Location full Kitchen,Midtown,40.7534,-73.96617,Entire home/apt,1303,3,10,358,0
17790,The Artist's House & Roof Garden (part 2!),Prospect-Lefferts Gardens,40.65553,-73.95574,Private room,40,3,13,0,1
17791,Private room in sunny Bushwick apartment!,Bushwick,40.6985,-73.92568,Private room,68,5,3,0,1
17792,"Private clean room in NYC, 8 min Times Square",Astoria,40.75708,-73.92599,Private room,55,1,154,17,1
17793,"XL Studio: great view, minutes from Times Square",Hell's Kitchen,40.75612,-73.99554,Entire home/apt,175,2,7,0,0
17794,Beautiful Full-size Studio in Classic Brownstone,Bedford-Stuyvesant,40.68369,-73.94789,Entire home/apt,85,30,6,1,0
17795,Boutique Bedroom near Central Park,Upper West Side,40.79699,-73.9632,Private room,89,2,39,2,1
17796,Amazing sunny Williamsburg apt!,Williamsburg,40.70934,-73.95683,Entire home/apt,140,30,6,0,0
17797,Cozy Corner Apt in Bed Stuy,Bedford-Stuyvesant,40.68481,-73.93929,Entire home/apt,150,3,26,31,0
17798,Huge Brooklyn Bedroom,Bedford-Stuyvesant,40.69644,-73.93516,Private room,60,30,3,0,1
17799,Beuty full  bedroom  Queens size bed,Maspeth,40.73727,-73.90063,Private room,50,30,6,0,1
17800,2 bedroom/1 bathroom next to Columbia University,Morningside Heights,40.81061,-73.96492,Entire home/apt,250,30,2,0,0
17801,Prime New York Upper East Side 1 Bedroom Apartment,Upper East Side,40.77161,-73.94858,Entire home/apt,135,30,59,0,0
17802,5 Minute walk from Yankee Stadium Suite,Concourse,40.82372,-73.92623,Private room,69,1,133,172,1
17803,"Humble Abode - CLEAN, SAFE, AFFORDABLE.",Flatlands,40.61973,-73.92633,Private room,35,30,41,55,1
17804,Private bedroom with great location,Chinatown,40.71546,-73.99982,Private room,100,32,65,0,1
17805,SANITIZED NY PRIVATE CLEAN ROOM 6 TRAIN NO CURFEW,Soundview,40.83146,-73.86471,Private room,30,30,41,34,1
17806,LUNA 2BR SUITE by COLUMBIA-PRESBYTERIAN HOSP.,Washington Heights,40.84135,-73.94011,Entire home/apt,110,30,3,292,0
17807,The Indigo Room (Belmont / Little Italy),Belmont,40.85431,-73.88679,Private room,50,2,90,352,1
17808,Brand New Beautiful Home (25 min to Manhattan),Woodside,40.74121,-73.89965,Entire home/apt,230,4,65,337,0
17809,Beautiful & Confortable private room in Brooklyn,Bedford-Stuyvesant,40.6932,-73.94846,Private room,60,30,24,0,1
17810,Cozy 2 Bedroom by the Park !,Park Slope,40.66588,-73.97945,Entire home/apt,249,6,66,18,0
17811,Authentic Brooklyn Brownstone - Garden Unit,Crown Heights,40.67413,-73.94875,Entire home/apt,350,3,94,160,0
17812,Private room woodside close to all transportations,Woodside,40.75053,-73.90108,Private room,41,30,55,73,1
17813,Brand new Loft 2 blocks away from train w/ parking,East New York,40.66946,-73.88289,Entire home/apt,79,30,55,151,0
17814,Medical Professional Housing,East Flatbush,40.66141,-73.9343,Private room,99,1,9,365,1
17815,Brooklyn Tree House,Williamsburg,40.71767,-73.95329,Entire home/apt,281,7,43,75,0
17816,"2 Bdrm Central Park-Convenient, Clean, Near Metro",Upper West Side,40.8001,-73.96052,Entire home/apt,345,30,37,197,0
17817,Cute Room,Longwood,40.81276,-73.90272,Private room,100,3,0,0,1
17818,Cozy Studio in Central Harlem,Harlem,40.81483,-73.93921,Entire home/apt,75,30,9,232,0
17819,Cozy 2 Bedroom Apt w/ Patio near Subway,East New York,40.67559,-73.89027,Entire home/apt,158,3,93,339,0
17820,"Great room in hip Williamsburg, BKLYN.",Greenpoint,40.72106,-73.94702,Private room,95,4,5,338,1
17821,Williamsburg Brooklyn Apartment,Williamsburg,40.7143,-73.94394,Entire home/apt,120,4,28,0,0
17822,"ORAMANHATTAN, BIGROOM IN A 3BEDRMS APART",Washington Heights,40.84398,-73.93749,Private room,75,30,10,30,1
17823,clean& airy in Brooklyn w/private bathroom and AC!,Williamsburg,40.7165,-73.93957,Private room,60,30,126,0,1
17824,"Cute Clean &  Quaint , 40 minutes away from. City",Bushwick,40.69715,-73.9131,Private room,60,30,3,365,1
17825,Adorable Renovated Studio Manhattan Midtown NYC!!,Kips Bay,40.74383,-73.97374,Entire home/apt,150,30,5,365,0
17826,"Large, Renovated 2bdrm Wburg Apt. w/ Private Patio",Williamsburg,40.71473,-73.95489,Entire home/apt,281,3,30,147,0
17827,Colorful and central Gramercy apartment,Kips Bay,40.73997,-73.9803,Entire home/apt,100,30,2,0,0
17828,The Spot,Van Nest,40.84053,-73.86985,Entire home/apt,300,1,0,365,0
17829,Minimalistic Cozy Room,Borough Park,40.64396,-73.99293,Private room,35,30,75,0,1
17830,Gem,East New York,40.66643,-73.87546,Private room,59,3,26,170,1
17831,New york Multi-unit building,Harlem,40.82193,-73.94449,Private room,50,30,0,0,1
17832,EXCELLENT location  2min 7 line 61st Express train,Woodside,40.74481,-73.90439,Private room,47,30,1,0,1
17833,Adorable Polly Pocket-Sized Prospect Heights Space,Prospect Heights,40.68013,-73.96754,Entire home/apt,96,30,8,0,0
17834,çº½çº¦å•ä¸€å®¶åº­ä½å®…,Crown Heights,40.67482,-73.91139,Private room,41,1,11,0,1
17835,#2BED Luxury Midtown Full Kitchen,Midtown,40.7534,-73.96617,Entire home/apt,1307,3,15,357,0
17836,"Small, Cozy room in Central Harlem neighborhood",Harlem,40.82269,-73.94142,Private room,66,1,89,0,1
17837,Rock Rock Rockaway Beach House,Rockaway Beach,40.59007,-73.81407,Entire home/apt,168,3,133,155,0
17838,Beautiful Home in Brooklyn Heights,Brooklyn Heights,40.69686,-73.99636,Entire home/apt,200,30,1,0,0
17839,Clean and private room in Murray Hill,Murray Hill,40.74824,-73.97472,Private room,100,30,44,0,1
17840,Brand new uber-clean minimalist Bushwick,Bushwick,40.70296,-73.9267,Entire home/apt,130,30,34,149,0
17841,Private room+bathroom Only 20mins to Midtown NYC!,Woodside,40.74899,-73.90968,Private room,40,2,46,0,1
17842,Bronx House #4_3,Morris Park,40.8522,-73.85009,Private room,50,14,1,53,1
17843,Private Guest Suite With Yard View by Stella,Morris Park,40.85025,-73.86089,Entire home/apt,58,3,63,215,0
17844,Sunny Private bedroom in prime Greenpoint,Greenpoint,40.72539,-73.95155,Private room,53,12,2,9,1
17845,Spacious Artsy Loft in Brooklyn,Williamsburg,40.70438,-73.93654,Entire home/apt,199,30,4,0,0
17846,L,Upper West Side,40.77394,-73.97787,Private room,130,30,0,0,1
17847,Fabulous Bed-Stuy Brownstone Garden Apartment,Bedford-Stuyvesant,40.69057,-73.92781,Entire home/apt,150,4,57,135,0
17848,"Elegant, Loft-like 1BR in a historic brownstone",Bedford-Stuyvesant,40.68308,-73.93618,Entire home/apt,110,4,11,94,0
17849,Cozy bedroom available in best area of Brooklyn!,Downtown Brooklyn,40.69062,-73.99009,Private room,75,30,5,0,1
17850,Lovely Room in the heart of the East Village,East Village,40.73016,-73.98529,Private room,78,30,28,0,1
17851,Brooklyn Hot Spot with all the Fixins!,Prospect-Lefferts Gardens,40.65986,-73.96235,Private room,44,1,8,51,1
17852,Large apartment walking distance to Williamsburg,Greenpoint,40.72378,-73.93832,Private room,150,30,0,83,1
17853,Private Bedroom in Queens at St. John's University,Jamaica Estates,40.721,-73.79767,Private room,45,5,75,332,1
17854,Self check in Private studio 5 min from LGAirport,East Elmhurst,40.764927,-73.879768,Entire home/apt,65,4,95,338,0
17855,Cozy studio near the beach and St. Johnâ€™s hospital,Far Rockaway,40.60103,-73.75244,Entire home/apt,72,1,101,345,0
17856,Amazing 2Bed apt in Union Square,East Village,40.73201,-73.98728,Entire home/apt,600,30,0,178,0
17857,Gorgeous 1 Bedroom on the Park,Fort Greene,40.68951,-73.97382,Entire home/apt,185,30,1,0,0
17858,2BR Apartment in the Heart of Manhattan.,Kips Bay,40.744,-73.97511,Private room,480,30,16,365,1
17859,Renovated Dining 5min to 74st Express subway + AC,Jackson Heights,40.74908,-73.8938,Entire home/apt,35,1,4,0,0
17860,Chic modern studio,Upper West Side,40.78684,-73.9706,Entire home/apt,195,30,22,87,0
17861,Sun Filled Oasis,Bedford-Stuyvesant,40.68838,-73.94467,Private room,75,30,1,71,1
17862,SuCasa! Large 2 BR with garden. Weekly cleaning.,Harlem,40.828121,-73.946968,Entire home/apt,155,30,8,110,0
17863,Cozy 1 bedroom apartment in Astoria!,Astoria,40.76656,-73.91183,Entire home/apt,77,5,38,11,0
17864,"Artist's nest, in the heart of the East Village",East Village,40.72851,-73.98491,Entire home/apt,200,2,4,0,0
17865,"Near A/C/L/3 trains! Two comfy beds, good vibes.",Brownsville,40.66906,-73.91073,Private room,35,30,41,0,1
17866,New york Multi-unit building,Long Island City,40.75008,-73.93645,Entire home/apt,70,30,1,93,0
17867,Williamsburg Home with a View,Williamsburg,40.7174,-73.95587,Entire home/apt,240,30,7,0,0
17868,Ravishing Couple Room w/ Ancient Greek ambience,Astoria,40.76658,-73.92267,Private room,61,30,2,329,1
17869,Beautiful Garden Apt in Prime Bushwick,Bushwick,40.70367,-73.92533,Entire home/apt,92,30,6,0,0
17870,Beautiful Garden Apartment,St. Albans,40.69107,-73.75468,Entire home/apt,77,3,36,345,0
17871,Brooklyn Studio Apartment,Bedford-Stuyvesant,40.69068,-73.92683,Entire home/apt,94,1,46,63,0
17872,Fabulous West Village Modern Luxury,Greenwich Village,40.73454,-73.99824,Entire home/apt,400,90,0,365,0
17873,Brooklyn Palace,Bushwick,40.682,-73.90746,Entire home/apt,90,2,60,165,0
17874,Cute & Cozy Studio in the BEST part of BK,Greenpoint,40.72492,-73.94649,Private room,80,30,8,0,1
17875,Heart of Astoria,Ditmars Steinway,40.77625,-73.91227,Private room,49,2,52,39,1
17876,TOWN HOME ONE,Rego Park,40.72964,-73.8705,Private room,59,30,3,0,1
17877,Home of the artists,Prospect-Lefferts Gardens,40.65663,-73.95916,Private room,80,3,23,168,1
17878,"Home For Medical Professionals - ""Tesla""",East Flatbush,40.65284,-73.93788,Private room,60,6,3,304,1
17879,UWS 1 bedroom near everything,Upper West Side,40.79464,-73.97355,Entire home/apt,314,3,0,330,0
17880,Gorgeous Bedroom in the heart of Bushwick,Bushwick,40.70048,-73.91977,Private room,46,35,1,0,1
17881,Private bedroom in prime Bushwick!,Bushwick,40.70048,-73.91977,Private room,41,35,9,335,1
17882,Bright Bedroom in the heart of Bushwick,Bushwick,40.70048,-73.91977,Private room,45,35,1,296,1
17883,Spacious Bedroom in the heart of Bushwick,Bushwick,40.70048,-73.91977,Private room,46,35,3,0,1
17884,Beautiful room in the heart of Bushwick,Bushwick,40.70048,-73.91977,Private room,48,35,2,338,1
17885,Gorgeous room in the heart of Bushwick,Bushwick,40.70048,-73.91977,Private room,47,35,1,336,1
17886,Private bedroom in the heart of Bushwick,Bushwick,40.70048,-73.91977,Private room,42,35,3,308,1
17887,Nice and Bright Bedroom in the heart of Bushwick,Bushwick,40.70048,-73.91977,Private room,42,35,3,308,1
17888,"Spacious, beautiful room in the heart of Bushwick",Bushwick,40.70048,-73.91977,Private room,42,35,0,163,1
17889,Brooklyn House,East New York,40.66641,-73.88862,Private room,100,3,5,365,1
17890,WILLIAMSBURG LUXURY BUILDING (BEST LOCATION),Williamsburg,40.7214,-73.95391,Entire home/apt,240,30,5,0,0
17891,Private Room in Authentic Luxury Loft,Williamsburg,40.71715,-73.94666,Private room,73,3,29,79,1
17892,Brooklyn House at 443 Linden Room 1,East Flatbush,40.65263,-73.94349,Private room,43,30,18,187,1
17893,"Home For Medical Professionals - ""Abducens""",East Flatbush,40.65247,-73.93629,Private room,60,6,0,156,1
17894,"Home For Medical Professionals - ""Xenon""",East Flatbush,40.65399,-73.93633,Private room,56,6,1,331,1
17895,Cozy 2 BDRM Apartment w/ Comfortable Beds.,East Harlem,40.79425,-73.93633,Entire home/apt,140,2,3,0,0
17896,Cozy Room With Big Comfortable Bed!,East Harlem,40.79346,-73.9344,Private room,71,1,127,7,1
17897,Brooklyn House,Flatlands,40.62976,-73.92427,Private room,45,1,58,350,1
17898,Private room in Bushwick Brooklyn,Bushwick,40.69669,-73.9297,Private room,64,30,61,0,1
17899,Sweet Tribeca Studio w/ Great views + Indoor pool by Blueground,Civic Center,40.71557,-74.00489,Entire home/apt,319,30,0,279,0
17900,"Bright Fort Greene apartment, 3 bedroom",Fort Greene,40.68621,-73.97498,Entire home/apt,300,3,9,28,0
17901,Central Park Cozy Private Room w Rooftop Patio,Upper East Side,40.77703,-73.95106,Private room,89,1,170,339,1
17902,En-suite room with PRIVATE bathroom,Flushing,40.75724,-73.81406,Private room,58,3,44,55,1
17903,Luxury Affordable comfort in the Bronx-Suite 3!,Edenwald,40.89216,-73.84247,Private room,75,2,85,363,1
17904,"Pvt 1 full bed 10 min from JFK, close to Manhattan",Hollis,40.7166,-73.75841,Private room,55,3,26,155,1
17905,"Home For Medical Professionals - ""Fossa""",East Flatbush,40.65263,-73.93608,Private room,56,6,4,310,1
17906,Entire 1 bedroom apt in Manhattan. Great location!,Upper East Side,40.76367,-73.95796,Entire home/apt,179,3,35,3,0
17907,"Home For Medical Professionals - ""Gamma""",East Flatbush,40.65421,-73.93796,Private room,60,6,1,310,1
17908,"Home For Medical Professionals - ""Kinetic""",East Flatbush,40.65428,-73.93636,Private room,60,6,0,311,1
17909,Brooklyn Home,Sunset Park,40.64366,-74.02152,Entire home/apt,90,30,4,126,0
17910,"Multi unit building , cozy room. Ny",Chelsea,40.74194,-74.00606,Private room,99,30,3,89,1
17911,East Village Cottage Life,East Village,40.72967,-73.97973,Private room,100,2,80,136,1
17912,Private Open Space,Crown Heights,40.67092,-73.94985,Entire home/apt,50,30,3,0,0
17913,San Carlos Hotel  Deluxe Room- up to 3,Midtown,40.75591,-73.97157,Hotel room,371,1,20,352,3
17914,Simple Spacious RM near Queens Center Mall & NYPD,Elmhurst,40.74269,-73.87101,Private room,42,30,8,337,1
17915,TRIBECA/SOHO 2 BEDROOM LUXURY LOFT,SoHo,40.72054,-74.00198,Entire home/apt,590,3,28,328,0
17916,Cozy Loft Apartment - Convenient Location!,Chelsea,40.75125,-73.9957,Private room,125,30,16,0,1
17917,Home away from home,Briarwood,40.71335,-73.81022,Private room,50,30,15,0,1
17918,Luxury room in the heart of Manhattan.,Hell's Kitchen,40.7597,-73.98957,Private room,150,2,4,0,1
17919,Crash pad,East New York,40.66565,-73.87373,Private room,150,3,9,361,1
17920,Bright and Spacious Loft in Brooklyn,Sunset Park,40.66468,-73.9955,Entire home/apt,164,30,57,0,0
17921,Beautiful Apartment in West Village,West Village,40.73261,-74.00895,Private room,215,30,0,0,1
17922,Brooklyn Carriage House,Clinton Hill,40.68437,-73.96584,Entire home/apt,251,4,81,42,0
17923,Near 5th AVE Renovated Studio in Brooklyn,Bay Ridge,40.62203,-74.02396,Entire home/apt,200,5,42,28,0
17924,"Lovely, Spacious Cottage in Ditmas Park",Flatbush,40.63906,-73.96532,Entire home/apt,185,30,4,0,0
17925,"Clean, quiet space in Upper East Side",East Harlem,40.78594,-73.94551,Private room,75,30,0,0,1
17926,Modern 2 bedroom in Times sq for 4/5 ppl,Hell's Kitchen,40.76456,-73.98939,Entire home/apt,322,3,234,115,0
17927,Spacious Private Couple Room with Private Bath,Borough Park,40.63366,-74.00715,Private room,95,30,24,180,1
17928,Cozy Renovated New Apt with Private Bathroom,Borough Park,40.63593,-74.00527,Private room,85,30,26,180,1
17929,"2-BR Apt 25min from TIMES SQUARE, Near Shops!",Astoria,40.76089,-73.92046,Entire home/apt,120,30,11,0,0
17930,NYC Chelsea,Chelsea,40.74457,-73.99588,Entire home/apt,140,32,32,0,0
17931,New York City Private one bedroom and shared bath,Washington Heights,40.85012,-73.94081,Private room,56,31,12,0,1
17932,Astoria escape,Long Island City,40.75882,-73.9297,Private room,250,30,7,90,1
17933,Great one bedroom studio,Sheepshead Bay,40.5841,-73.95735,Entire home/apt,89,30,2,335,0
17934,Cozy Happy Place in Brooklyn 1 block from Subway,Fort Hamilton,40.62277,-74.03194,Private room,85,1,28,83,1
17935,room loft,Hell's Kitchen,40.75763,-73.98968,Private room,200,30,0,0,1
17936,New york Multi-unit building,Maspeth,40.73724,-73.90048,Shared room,50,30,2,0,2
