,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,room
532,1 BR apartment near Harvard,Allston,42.36546,-71.12005,Entire home/apt,99,91,9,0,0
533,"1 bedroom 1 bathroom in South End, Boston",South End,42.33686,-71.0692,Entire home/apt,210,91,30,0,0
534,3 bed apt next to T- fast wifi-off street parking,Charlestown,42.38187,-71.07734,Entire home/apt,185,1,385,263,0
535,"Andrew Sq, South Boston - Modern Condo",South Boston,42.32818,-71.05512,Entire home/apt,150,91,20,0,0
536,Beautiful Apartment-5 Beds-Parking-Super Clean!,West Roxbury,42.25979,-71.15911,Entire home/apt,88,3,218,159,0
537,Sunny renovated 1 bed in friendly East Boston,East Boston,42.3786,-71.03977,Entire home/apt,147,91,37,0,0
538,Brownstone near Northeastern University/91 day min,Roxbury,42.33722,-71.08359,Entire home/apt,59,91,176,107,0
539,Boston bedroom near Fenway,Mission Hill,42.33074,-71.10697,Private room,29,91,4,0,1
540,3 min to T stop-Boston/Somerville/Cambridge access,Charlestown,42.38362,-71.07863,Private room,59,29,20,217,1
541,Big and comfortable room with queen bed.,Roxbury,42.31801,-71.09005,Private room,36,30,22,45,1
542,"47 Symphony Road, Apt 501",Fenway,42.34353,-71.08998,Private room,52,91,2,0,1
543,Sunny Studio at Fenway,Fenway,42.34712,-71.1039,Entire home/apt,100,91,12,0,0
544,Ideal for Families - Spacious Charlestown Townhome,Charlestown,42.38061,-71.06905,Entire home/apt,400,2,34,46,0
545,Spacious loft in the quiet suburbs #4,Brighton,42.34636,-71.15563,Private room,36,30,5,107,1
546,North End 1 Bdrm -NEAR MGH- Boston's Little Italy,North End,42.3665,-71.05428,Entire home/apt,100,29,39,365,0
547,"BACK BAY 2 blocks subway, 1 street to Newbury St",Back Bay,42.34777,-71.08493,Entire home/apt,133,29,2,349,0
548,"Beacon Hill Studio, close to Mass Gen & T Station",Beacon Hill,42.36104,-71.07129,Entire home/apt,106,29,16,245,0
549,Small Room Renovated House Walk/Bus to Redline,Dorchester,42.30536,-71.07221,Private room,36,150,7,365,1
550,Off-St. Parking Large Room Clean Renovated House,Roxbury,42.31676,-71.08,Private room,36,150,0,365,1
551,Renovated House near Subway/Rail Everything New,Dorchester,42.30536,-71.07221,Private room,36,150,3,365,1
552,Sunny and renovated 2 BDR in Beacon Hill,Beacon Hill,42.35964,-71.06967,Entire home/apt,129,60,7,0,0
553,"Walk/Bus to Redline/Rail stations, Private Balcony",Dorchester,42.30536,-71.07221,Private room,36,150,3,365,1
554,Comfortable quite room.,Roxbury,42.31837,-71.09037,Private room,33,30,13,71,1
555,EZ to Downtown/Longwood Off-St Parking Renovated,Roxbury,42.31676,-71.08,Private room,33,150,2,365,1
556,Spacious One bedroom in South Boston's East side,South Boston,42.33234,-71.04269,Entire home/apt,175,91,0,0,0
557,3BR + Office Single Family in Jamaica Plain,Jamaica Plain,42.30911,-71.11592,Entire home/apt,150,91,3,168,0
558,Montgomery Place - Studio (Room 6),South End,42.34347,-71.07368,Entire home/apt,105,29,162,130,0
559,Montgomery Place - One Bedroom,South End,42.34347,-71.07368,Entire home/apt,145,29,136,316,0
560,Back Bay Apt - Close and Convenient to Everywhere,Back Bay,42.35523,-71.07589,Entire home/apt,200,91,12,0,0
561,☆BostonAirport/T/Downtown/TDgarden/Convention Ctr☆,East Boston,42.37611,-71.03578,Entire home/apt,135,29,557,8,0
562,East Boston Student Sublet $800/month,East Boston,42.36946,-71.03422,Private room,30,91,0,0,1
563,"Small Room, Off-St. Parking, AC, Renovated Clean",Roxbury,42.31676,-71.08,Private room,35,150,1,365,1
564,Brighton-Allston quiet neighborhood/furnished,Brighton,42.35887,-71.14571,Private room,41,91,7,365,1
565,Montgomery Place - Parlor Room (Room 2),South End,42.34382,-71.07368,Entire home/apt,75,29,171,137,0
566,Incredible Apartment,South Boston Waterfront,42.35065,-71.04466,Entire home/apt,175,91,24,0,0
567,Summer sublet in Allston (from 05/14),Allston,42.35398,-71.12871,Private room,42,91,1,0,1
568,Walk To Beach or City 2 - Spacious Room,Dorchester,42.31778,-71.05794,Private room,51,29,270,352,1
569,Beautifully renovated one bedroom,South Boston,42.3377,-71.02886,Entire home/apt,100,91,1,0,0
570,"Small Room near Redline & Commuter Rail, Renovated",Dorchester,42.30536,-71.07221,Private room,37,150,2,365,1
571,"Modern Guest Room, Private Bath near airport/city",East Boston,42.36813,-71.03471,Private room,118,1,551,0,1
572,~*30min to Downtown*~ THE COSMOPOLITAN,Hyde Park,42.26169,-71.11564,Entire home/apt,92,2,192,322,0
573,A Very Large Room - Lt Green Room,Dorchester,42.32445,-71.05828,Private room,165,91,0,365,1
574,Luxury 1 Bedroom in Heart of Back Bay,Fenway,42.34578,-71.08784,Entire home/apt,140,32,5,326,0
575,Brighton - Cozy and Quiet Room in a Clean House,Brighton,42.36055,-71.14356,Private room,40,91,7,365,1
576,"Large, modern 2br, 2ba renovated 6/16 with patio",Downtown,42.34923,-71.05648,Entire home/apt,3999,180,4,363,0
577,"Open, light-filled condo in South Boston/South End",South Boston,42.34131,-71.05361,Entire home/apt,125,91,0,0,0
578,Near Redline & Commuter Rail Renovated Clean Sunny,Dorchester,42.30536,-71.07221,Private room,38,150,2,365,1
579,Quiet room Peaceful neighborhood Close to Harvard,Brighton,42.36089,-71.14519,Private room,40,91,8,365,1
580,Calm and cozy room in clean Apt,Hyde Park,42.23543,-71.13076,Private room,28,91,11,301,1
581,Peaceful neighborhood Quiet room Close to Harvard,Brighton,42.36092,-71.14363,Private room,40,91,6,365,1
582,Marie's Pied a Terre,Roxbury,42.32248,-71.0806,Private room,75,91,4,0,1
583,Sunny Artist Loft In Historic Brownstone,Roxbury,42.32203,-71.07695,Entire home/apt,150,7,140,44,0
584,1 Bedroom in Beacon Hill,West End,42.36187,-71.06837,Private room,85,91,2,0,1
585,Sunny studio in JP!,Jamaica Plain,42.31642,-71.10672,Entire home/apt,98,5,236,250,0
586,Room w/fast wifi-next to T stop 10 min to downtown,Charlestown,42.38199,-71.07675,Private room,59,29,30,130,1
587,Cozy room(A) near T and downtown Boston,South Boston,42.33888,-71.04897,Private room,89,61,28,164,1
588,"Comfy room (C) near T, convention center, downtown",South Boston,42.34041,-71.04984,Private room,99,91,36,197,1
589,Beautiful and Cozy Entire Apt in Boston,Dorchester,42.30003,-71.0788,Entire home/apt,185,5,71,341,0
590,Bright and very spacious private room,Hyde Park,42.23627,-71.12898,Private room,42,91,7,0,1
591,"Modern Room, Private Bath near airport & city",East Boston,42.3675,-71.03361,Private room,105,1,142,0,1
592,"4B2B Near T, Boston downtown, Convention Center",South Boston,42.33939,-71.05072,Entire home/apt,550,29,42,292,0
593,"Beacon Hill Apt, close to Red line and Downtown",Beacon Hill,42.35914,-71.06914,Entire home/apt,150,91,2,0,0
594,TWO FLOOR CONDO W/ PRIVATE DECK & ROOF DECK,Charlestown,42.38421,-71.07057,Entire home/apt,153,91,17,0,0
595,Beautiful Boston Brownstone,Roxbury,42.34042,-71.08363,Entire home/apt,389,29,57,318,0
596,Luxury Sunny Hill Suite G 3,Roxbury,42.30958,-71.08658,Entire home/apt,450,31,10,365,0
597,Charming Beacon Hill One Bedroom,Beacon Hill,42.35948,-71.06747,Entire home/apt,90,29,216,169,0
598,Gorgeous Rare 3BR/3BA duplex /Parking. Heart of Boston M1g,North End,42.36424,-71.0526,Entire home/apt,395,1,153,257,0
599,Cosy room for one non-smoker,Allston,42.35655,-71.13828,Private room,38,112,1,362,1
600,"2 BR | 1 BA  Close to DWTN & Medical, Free PRKG",Jamaica Plain,42.31316,-71.11279,Entire home/apt,130,5,130,296,0
601,Twins in a peaceful room.,Jamaica Plain,42.32135,-71.11285,Private room,65,91,8,0,1
602,# friendly family home,Mattapan,42.27486,-71.077,Private room,100,1,43,309,1
603,⍟ Lofty South End Room with Street Parking! ⍟,South End,42.33959,-71.07446,Private room,25,1,111,0,1
604,Tranquil Treetop Loft,Jamaica Plain,42.30762,-71.10968,Entire home/apt,149,4,249,139,0
605,"3rd floor condo, 2 bedrooms, 2 decks",Jamaica Plain,42.32318,-71.11394,Entire home/apt,100,91,0,0,0
606,King Zen Room near Harvard Biz School - STR383892,Allston,42.36151,-71.12658,Private room,49,3,194,145,1
607,Large & Cozy 1 Bedroom in Center of South Boston,South Boston,42.33194,-71.04729,Entire home/apt,300,2,50,362,0
608,"NUSubmarine.#Boston,NU,Berklee,NEC,+Easy public T",Roxbury,42.33614,-71.08473,Entire home/apt,140,29,170,0,0
609,North End 2 BR | 1 BA Duplex in Little Italy,North End,42.36704,-71.05376,Entire home/apt,355,10,222,118,0
610,"Spectacular, Beacon Hill 2 Bedroom with roof deck",Beacon Hill,42.35838,-71.06896,Entire home/apt,249,29,4,240,0
611,Blue Family  bedroom,Mattapan,42.27441,-71.0772,Private room,90,1,73,319,1
612,Luxury condo in the heart of JP,Jamaica Plain,42.31258,-71.11204,Entire home/apt,150,10,24,61,0
613,"ARTHOUSE,  Stay in a gallery!",Jamaica Plain,42.30953,-71.10875,Entire home/apt,99,29,11,106,0
614,Urban oasis: townhouse with patio and balcony,Roxbury,42.32859,-71.09325,Entire home/apt,100,2,101,0,0
615,1 Bedroom in prime North End,North End,42.36845,-71.05356,Entire home/apt,110,91,18,0,0
616,"Friendly Single Bed near Harvard, BU & BC",Brighton,42.34396,-71.15144,Private room,80,91,8,0,1
617,Renovated near Redline/Commuter Rail 4 Harvard MIT,Dorchester,42.30555,-71.0723,Private room,36,150,3,365,1
618,Sonder | Financial District | Stunning 2BR,Downtown,42.35883,-71.05442,Entire home/apt,175,30,86,127,0
619,Awesome Room near T,Jamaica Plain,42.29463,-71.1158,Private room,45,91,9,0,1
620,Huge bed  and high ceiling room plus two closets.,Roxbury,42.3165,-71.09535,Private room,36,30,12,133,1
621,2 Purrfect Cat Co-Hosts Look Forward 2 Meeting U!,Jamaica Plain,42.30694,-71.10706,Entire home/apt,163,3,19,0,0
622,Andrew Sq Room Close to T&Shops 2,Dorchester,42.32429,-71.05862,Private room,75,91,3,365,1
623,Convenient Location Private 1 Bdr 1st Floor Apt,Jamaica Plain,42.31591,-71.11012,Entire home/apt,135,29,61,228,0
624,Fully-Equipped Private 1 Bedroom 2nd Floor Apt,Jamaica Plain,42.3174,-71.11014,Entire home/apt,149,29,149,261,0
625,Welcoming 2 Bedroom Apt - Close proximity to MBTA,Jamaica Plain,42.29835,-71.11372,Entire home/apt,150,2,141,157,0
626,SPACIOUS TOWNHOUSE with Essential Amenities,Mattapan,42.27554,-71.07091,Entire home/apt,214,29,46,364,0
627,Comfy & Private Room w/ Airbed by the Red Line!,Dorchester,42.30208,-71.07005,Private room,32,30,10,320,1
628,Updated Beautiful Studio. Great location.,Back Bay,42.35415,-71.07659,Entire home/apt,100,91,163,141,0
629,"Charming room, in hip JP near The T  #2",Jamaica Plain,42.31765,-71.10049,Private room,65,2,210,0,1
630,Modern 3.5 BR Single Family Home,South Boston,42.33339,-71.05317,Entire home/apt,800,29,17,359,0
631,Sonder | Financial District | Modern 2BR,Downtown,42.358,-71.05318,Entire home/apt,175,30,52,127,0
632,Very Affordable & Cozy Room with Airbed!,Dorchester,42.30426,-71.07147,Private room,35,30,7,364,1
633,"Victorian Charm, Modern Style w/Private Entrance",South End,42.34338,-71.06874,Entire home/apt,339,2,191,234,0
634,"Mt Restmore, COZY spacious and Clean",Hyde Park,42.25302,-71.11591,Private room,58,29,46,365,1
635,Historic townhouse in the heart of Boston,South End,42.34766,-71.06922,Entire home/apt,342,3,133,196,0
636,"Charming room, in hip JP near The T  #1",Jamaica Plain,42.31689,-71.10005,Private room,59,2,254,168,1
637,"Large room, 2nd floor, wood floor",South Boston,42.33034,-71.05802,Private room,61,5,81,174,1
638,Luxurious and Spacious 3 BR private apt near train,East Boston,42.37577,-71.03156,Entire home/apt,279,91,48,364,0
639,"Rozinante - Queen, Harbor View",Charlestown,42.37018,-71.06109,Private room,300,1,7,168,1
640,Spacious Private Room in Southie.,South Boston,42.33631,-71.04961,Private room,105,91,15,0,1
641,Pied-à-Terre on The Hill,Beacon Hill,42.35908,-71.06489,Entire home/apt,98,91,3,0,0
642,219 on the Ocean with Private Bath,Dorchester,42.30755,-71.04739,Private room,97,1,244,346,1
643,"""Casita"" on the Water - Harbor View",Charlestown,42.3713,-71.06154,Private room,230,1,42,163,1
644,"""Port"" View - Queen Ensuite",Charlestown,42.37216,-71.05937,Private room,230,1,52,167,1
645,Inn the Moment - Harbor View,Charlestown,42.37006,-71.06159,Private room,300,1,9,154,1
646,"CDC cleaning, Modern, Spacious, 2Bedroom + Balcony",Brighton,42.34511,-71.13787,Entire home/apt,118,32,46,88,0
647,"Enjoy private entrance and bath, walk to subway.",Dorchester,42.31305,-71.05094,Private room,115,3,119,59,1
648,LUXURY APARTMENT IN THE HEART OF DOWNTOWN BOSTON,Leather District,42.35086,-71.05901,Entire home/apt,199,91,7,0,0
649,Washer+Dryer+Parking!*Private suite*Cul de sac*,Brighton,42.34124,-71.15811,Entire home/apt,78,2,166,49,0
650,"Cute 1 bedroom in East Boston,  close to airport",East Boston,42.36848,-71.03665,Entire home/apt,120,1,308,108,0
651,Spacious & Elegant Charlestown Condo Near Downtown,Charlestown,42.3782,-71.06498,Entire home/apt,155,91,13,0,0
652,Walk to Head of the Charles !! Prtly Furnished Apt,Brighton,42.35357,-71.1469,Entire home/apt,136,91,7,179,0
653,Boston South End Penthouse-Loft &Working Woodstove,South End,42.33594,-71.07578,Entire home/apt,197,29,131,330,0
654,"1 BR Lux Furn Apt, WiFi, On-Site Parking, & View",South Boston,42.3348,-71.04345,Entire home/apt,195,25,113,41,0
655,2 Bedroom in Beacon Hill,Beacon Hill,42.35694,-71.06903,Entire home/apt,250,91,1,0,0
656,Cozy private  room,Roxbury,42.3243,-71.07328,Private room,53,91,41,360,1
657,Cozy private quiet room,Roxbury,42.32439,-71.07466,Private room,60,91,53,200,1
658,Historic JP Brownstone with Parking. Pets Welcome!,Jamaica Plain,42.30974,-71.10798,Entire home/apt,120,1,301,52,0
659,BEAUTIFUL BEACON HILL 2 BEDROOM!,Beacon Hill,42.3575,-71.07138,Entire home/apt,206,4,287,236,0
660,Spacious | Cozy | Brownstone on Comm | 1BR 1 BA #1,Back Bay,42.34914,-71.09072,Entire home/apt,175,60,52,31,0
661,Calm & Cool|Historic Back Bay Studio Spot,Back Bay,42.34848,-71.09009,Entire home/apt,200,60,52,24,0
662,On Comm Mall|Historic Back Bay Brownstone|Studio,Back Bay,42.34917,-71.08859,Entire home/apt,200,29,55,43,0
663,Garden Level on Comm|Architectural Beauty|1BR 1BA,Back Bay,42.34912,-71.08876,Entire home/apt,200,60,50,121,0
664,Renovated House Clean Room near Orange line & Park,Roxbury,42.31313,-71.09335,Private room,36,150,2,365,1
665,Savin Hill by the Sea with Private Bath,Dorchester,42.3094,-71.04672,Private room,100,1,228,350,1
666,Charming Oasis Near Downtown & Airport,East Boston,42.37814,-71.03272,Entire home/apt,92,29,62,115,0
667,"Spectacular 1 Bedroom Condo, Walkable  to Anywhere",Bay Village,42.34887,-71.06924,Entire home/apt,590,91,0,0,0
668,Modern + Cool Spacious Studio Steps to the Subway,Dorchester,42.31105,-71.04984,Entire home/apt,140,91,104,89,0
669,Harmonious and Friendly place #2,Dorchester,42.30702,-71.08369,Private room,50,7,113,364,1
670,Spacious 1BR w/Full Bath on Dorchester Heights,South Boston,42.33385,-71.04569,Private room,95,2,206,144,1
671,Fully Renovated 1 bedroom near Airport,East Boston,42.37925,-71.03054,Entire home/apt,145,2,125,5,0
672,Monthly  North End Charm M114,North End,42.36655,-71.05499,Entire home/apt,97,122,11,199,0
673,"Renovated Clean house, Orange Line, EZ to Longwood",Roxbury,42.31313,-71.09335,Private room,36,150,5,364,1
674,Lower Allston,Brighton,42.36203,-71.13866,Private room,80,91,5,0,1
675,Large Private room in Savin Hill,Dorchester,42.30918,-71.04643,Private room,75,1,178,0,1
676,"Beautifully renovated 1 Bed Apt. - Allston, Boston",Allston,42.3533,-71.12833,Entire home/apt,99,29,398,127,0
677,New Stylish Studio Overlooking Newbury Street!,Back Bay,42.34767,-71.08475,Entire home/apt,175,3,158,64,0
678,Cozy Studio on Enchanting Newbury Street!,Back Bay,42.34762,-71.08579,Entire home/apt,249,3,155,77,0
679,Beautiful all furnish Home,Roslindale,42.27859,-71.1263,Entire home/apt,193,29,175,352,0
680,Lrg 4 Bdrm Prvt. Patio Quiet Top Location Parking,Bay Village,42.35027,-71.06853,Entire home/apt,204,2,212,84,0
681,"Quite, clean and easy!",Hyde Park,42.2374,-71.13253,Private room,39,91,8,182,1
682,"Boston private room - Spacious, tidy, close to T",Hyde Park,42.23547,-71.131,Private room,30,91,6,350,1
683,Large relaxing apt. next to metro 20min to Boston,Dorchester,42.29303,-71.06693,Entire home/apt,125,30,133,343,0
684,Family Home Near Downtown + Beautiful Harbor Views,East Boston,42.36524,-71.0308,Entire home/apt,119,4,32,0,0
685,Single room across from Fenway Park,Fenway,42.34773,-71.09399,Private room,65,91,4,0,1
686,Beautiful 1 Bed with excellent location!,Beacon Hill,42.35844,-71.06358,Entire home/apt,85,91,105,174,0
687,Back Bay Condo on Marlborough Street!,Back Bay,42.35125,-71.08667,Entire home/apt,350,3,31,88,0
688,"Upscale 2 Bdrm Suite: Kitchen, Spa Bathroom, WiFi",Dorchester,42.28,-71.06983,Entire home/apt,109,5,130,87,0
689,Victorian Treetop Apartment - Close to Everything!,Jamaica Plain,42.31764,-71.10922,Entire home/apt,258,7,48,243,0
690,Large 4BDR near Harvard with Parking,Allston,42.35871,-71.13249,Entire home/apt,488,1,135,0,0
691,"Luxury, Comfortable Apartment in Fenway",Fenway,42.34497,-71.10001,Entire home/apt,130,91,1,365,0
692,Cozy lofted studio on Beacon St in Back Bay!,Back Bay,42.35346,-71.07693,Entire home/apt,166,91,3,0,0
693,Clean & Spacious 2 bedroom Near Downtown,Dorchester,42.29181,-71.05264,Entire home/apt,165,2,111,344,0
694,Artist Luxury Apt in Boston Free Park & Walk to T,Allston,42.35457,-71.13293,Entire home/apt,248,91,71,364,0
695,Super nice room for renting locate at city center,Fenway,42.34245,-71.09021,Private room,60,91,13,0,1
696,~*Pet Friendly 30min to Downtown*~ THE BOSTONIAN,Hyde Park,42.26219,-71.11598,Entire home/apt,94,2,149,303,0
697,Garden room next to T stop/bus hub.,Charlestown,42.38185,-71.07693,Private room,65,1,48,220,1
698,Charming Loft w. Jacuzzi - 20min to Boston,Dorchester,42.29303,-71.06693,Entire home/apt,93,30,96,157,0
699,1 bedroom/studio in southie,South Boston,42.33905,-71.04792,Entire home/apt,120,91,20,179,0
700,Stunning Boston 1B/1B Condo,West End,42.36486,-71.06669,Entire home/apt,175,91,14,363,0
701,2 beds Garden Apt-calm oasis next to T stop -3 min,Charlestown,42.38379,-71.0783,Private room,139,2,144,212,1
702,Beautiful 2bd Boston apt with open concept,Hyde Park,42.2355,-71.13134,Entire home/apt,90,91,7,311,0
703,Beacon Hill Condo,Beacon Hill,42.35862,-71.06549,Entire home/apt,145,29,5,231,0
704,#104 Boston 独立房 全楼禁烟AC room,Dorchester,42.3076,-71.06542,Private room,50,30,85,269,1
705,Cozy Southie pad 3,South Boston,42.33537,-71.04247,Entire home/apt,250,91,83,0,0
706,Private Room by the Red Line!,Dorchester,42.28732,-71.06625,Private room,40,30,3,362,1
707,Monthly Discounts! Luxurious Back Bay Studio!,Back Bay,42.35349,-71.07595,Entire home/apt,325,31,142,147,0
708,Spacious sunny 2 bedroom on public transit,Brighton,42.34212,-71.14379,Entire home/apt,57,91,2,0,0
709,Large bedroom- easy access to Boston and Cambridge,Charlestown,42.38191,-71.07865,Private room,65,1,3,48,1
710,Cozy Room in Allston/Brighton,Allston,42.34924,-71.13915,Private room,38,91,1,0,1
711,T stop/bus hub-10 min to downtown Boston/Cambridge,Charlestown,42.38183,-71.07888,Private room,55,3,47,215,1
712,"Renovated, Clean, Quiet & Safe Near Orange Line",Roxbury,42.31341,-71.09356,Private room,36,150,3,365,1
713,Comfortable 1 BR steps from public transportation,Dorchester,42.28612,-71.06625,Entire home/apt,120,3,102,26,0
714,"Charming, Quiet Fort Hill One-Bedroom",Roxbury,42.32435,-71.09203,Private room,95,2,62,159,1
715,Bedroom in large apartment-access to Boston/Camb.,Charlestown,42.38366,-71.0786,Private room,59,1,6,150,1
716,#103 Boston private AC room 可讲国语禁止吸烟,Dorchester,42.30775,-71.0651,Private room,48,30,46,263,1
717,Maria's JP Rental - Boston Duplex in Jamaica Plain,Jamaica Plain,42.30745,-71.11043,Entire home/apt,141,4,38,178,0
718,Luxury Treetop Jamaica Plain Arboretum Townhouse,Jamaica Plain,42.30391,-71.11777,Entire home/apt,200,29,11,0,0
719,馨绯的家,Allston,42.34922,-71.13892,Shared room,30,91,1,0,2
720,Fantastic 2 Bedroom Apartment,Roslindale,42.27781,-71.11602,Entire home/apt,169,3,34,344,0
721,Beacon Hill Gem,Beacon Hill,42.35928,-71.06408,Entire home/apt,170,91,5,0,0
722,Quiet stay in a Brookline Village,West Roxbury,42.29506,-71.15325,Private room,500,91,5,90,1
723,A Victorian Secret AMAZING apt.  in Historic Home,Roxbury,42.3237,-71.09514,Entire home/apt,210,2,151,306,0
724,Jacques and Smriti Boston room (must love cats),Dorchester,42.31955,-71.05792,Private room,68,91,4,303,1
725,CharmingRetreat near Downtown Fenway BCEC Parking,Dorchester,42.31057,-71.06361,Entire home/apt,357,2,109,352,0
726,Beautiful Back Bay Penthouse,Back Bay,42.35285,-71.08322,Entire home/apt,150,91,3,0,0
727,Downtown Destination | near Back Bay,Back Bay,42.34771,-71.07348,Entire home/apt,5000,91,164,0,0
728,Renovated House Clean room,Roxbury,42.31313,-71.09335,Private room,36,150,3,365,1
729,Affordable Place for your stay!,Dorchester,42.30042,-71.0642,Private room,34,30,5,359,1
730,Perfect location & Private Room w/ Airbed Near T!,Dorchester,42.30042,-71.06435,Private room,34,30,11,292,1
731,Back Bay/Copley Square/South End,South End,42.34547,-71.07481,Entire home/apt,650,3,84,95,0
732,Beautifully renovated apartment in the trees,Jamaica Plain,42.30817,-71.11114,Entire home/apt,198,2,51,350,0
733,Love Boston/Walkers Paradise/Safe and Cozy @ Home,South End,42.34374,-71.0764,Entire home/apt,163,2,232,109,0
734,★ The Antler Room | Close to Subway + Downtown ★,Dorchester,42.28901,-71.06819,Private room,79,2,121,0,1
735,✪Elegant King 4mi to D-town freepk walk to train,Dorchester,42.31065,-71.0618,Private room,68,3,37,0,1
736,Renovated Clean Quiet House near Orange line,Roxbury,42.31341,-71.09358,Private room,38,150,2,179,1
737,Andrew Sq Teal Room Close to T & Shops,Dorchester,42.32446,-71.05814,Private room,65,91,0,0,1
738,Nice Room in Friendly House,Jamaica Plain,42.32299,-71.10742,Private room,59,29,71,180,1
739,"Entire floor, private bath, 2 mins walk to subway",Dorchester,42.28499,-71.06211,Private room,87,2,226,66,1
740,Private & serene getaway in beautiful JP,Jamaica Plain,42.31299,-71.11876,Entire home/apt,171,3,174,267,0
741,Perfect 1BR apt S End/B Bay border - Copley Sq,South End,42.34566,-71.07433,Entire home/apt,242,3,190,35,0
742,Room for up to 4 in Updated 1 BR apt by T!,Roxbury,42.32852,-71.09581,Entire home/apt,147,91,159,178,0
743,"Cozy home,easy access to Downtown&Longwood Medical",Dorchester,42.317,-71.05662,Private room,40,91,13,0,1
744,✪2Doublebeds 4m to Downtown walk to subway freepk✪,Dorchester,42.31099,-71.06372,Private room,43,3,72,0,1
745,"NEW 2nd Floor, 2BR Downtown Boston",Chinatown,42.34903,-71.062,Entire home/apt,300,3,174,146,0
746,"NEW 3rd Floor, 2BR Downtown Boston",Chinatown,42.3503,-71.06037,Entire home/apt,300,3,141,145,0
747,NEW B 1BR Downtown Boston,Chinatown,42.34835,-71.06039,Entire home/apt,125,29,209,349,0
748,Charming South End Duplex (Pets Ok),South End,42.34351,-71.06889,Entire home/apt,350,2,232,231,0
749,"NEW 1st Floor, 1BR Downtown Boston",Chinatown,42.34986,-71.06197,Entire home/apt,160,29,144,243,0
750,Transportation Accessible Home,Dorchester,42.3205,-71.06521,Entire home/apt,167,29,128,357,0
751,⍟ Lofty South End Penthouse w/Street Parking! ⍟,South End,42.33944,-71.07532,Entire home/apt,281,1,25,10,0
752,Charming 1 bedroom Condo in Historic South End,South End,42.33959,-71.08015,Entire home/apt,195,1,191,304,0
753,Private room-10 min to downtown15 min to Cambridge,Charlestown,42.38376,-71.07707,Private room,54,1,5,88,1
754,Great Location for your stay!,Dorchester,42.30656,-71.07173,Private room,33,30,10,169,1
755,Huge rm Renovated Clean Subway Safe neighborhood,Roxbury,42.31333,-71.09339,Private room,36,150,0,365,1
756,Brand New North End Luxurious One Bedroom Condo up,North End,42.36393,-71.05223,Entire home/apt,102,91,14,292,0
757,"Apartment in Jamaica Plain, Boston",Jamaica Plain,42.29973,-71.11618,Entire home/apt,82,91,22,90,0
758,★ The Buddha Room | Close to Subway + Downtown ★,Dorchester,42.28901,-71.06819,Private room,79,2,80,0,1
759,"Private, cls to Boston Landing & Harvard Business",Brighton,42.36082,-71.13654,Private room,70,29,107,134,1
760,Simple Private Room in Southie,South Boston,42.33591,-71.04813,Private room,80,91,4,364,1
761,3BR 2.5Bath 2Parking By DWTN Airport BCEC Seaport,South Boston,42.342,-71.05282,Entire home/apt,411,1,208,133,0
762,Accessible & Great Private Bedroom Near T!,Dorchester,42.28964,-71.06607,Private room,38,30,3,357,1
763,Great 3 Bdr apartment with Airbeds!,Dorchester,42.30133,-71.0648,Entire home/apt,100,30,0,355,0
764,Master Bedroom/Private Bathroom/Mission Hill/JP,Mission Hill,42.32938,-71.11024,Private room,63,32,77,201,1
765,Newly Renovated 1 BR close to T and Northeastern!,Roxbury,42.32807,-71.09557,Entire home/apt,146,91,98,115,0
766,#101 Boston New heating AC room 全樓禁烟讲国语,Dorchester,42.30752,-71.06525,Private room,55,30,31,157,1
767,"Heart of Boston- Large Studio, private entrance",South End,42.34413,-71.07605,Entire home/apt,159,3,40,0,0
768,Renovated House Large Bay Windows Near Orange Line,Roxbury,42.31343,-71.09345,Private room,36,150,0,365,1
769,"★ Sunny, Spacious & Modern ★ Cleaned & Sanitized!",East Boston,42.37642,-71.03784,Private room,56,1,545,177,1
770,South End 2 Bed with Parking x 2,South End,42.34218,-71.079,Entire home/apt,200,91,1,0,0
771,Back Bay One Bedroom with Great Views,Back Bay,42.3454,-71.08634,Entire home/apt,140,32,2,340,0
772,Boston Strong,Dorchester,42.30403,-71.07564,Private room,39,91,2,179,1
773,Large Stylish Newbury Street Studio w/kitchen,Back Bay,42.34981,-71.08263,Entire home/apt,159,1,232,299,0
774,Sunny Boston Apartment,Dorchester,42.28897,-71.06613,Entire home/apt,195,91,73,327,0
775,"Great 1 bedrm apt in Boston, Longwd Med",Brighton,42.34133,-71.14605,Entire home/apt,150,60,3,364,0
776,Warm and welcoming home in Roslindale,Roslindale,42.27708,-71.1337,Private room,60,2,92,73,1
777,“The Tower Room” at The Perthshire House.,Brighton,42.35395,-71.16776,Private room,75,1,119,327,1
778,"1 Bed Penthouse, private roof-deck. Best location.",South End,42.34492,-71.06949,Entire home/apt,298,29,37,153,0
779,Near Orange Line Renovated Clean AC Easy Parking,Roxbury,42.31337,-71.09339,Private room,36,150,1,365,1
780,"Cozy, comfortable, and convenient.",Jamaica Plain,42.3196,-71.1044,Private room,70,91,12,0,1
781,★ Spacious & Modern ★ Professionally Sanitized ★,East Boston,42.3748,-71.03803,Private room,54,1,606,173,1
782,"★ Modern, Cozy & Convenient ★ Close to Downtown!",East Boston,42.37441,-71.03809,Private room,54,1,488,178,1
